edge_id,source_strut_id,source_class,k,neighbor_edge_ids,neighbor_categories,neighbor_distances_mm,present_neighbor_count,unintentional_missing_neighbor_count,unintentional_broken_neighbor_count,intentional_missing_neighbor_count,resolved_neighbor_count,unresolved_neighbor_count
E_N005579_N005599,9922,unintentional_missing,10,"[""E_N005583_N005599"",""E_N005594_N005599"",""E_N005579_N005583"",""E_N005579_N005594"",""E_N004445_N005599"",""E_N005593_N005599"",""E_N005579_N005585"",""E_N005579_N006733"",""E_N005583_N005594"",""E_N005597_N005599""]","[""present"",""present"",""present"",""present"",""unintentional_missing"",""unintentional_missing"",""unintentional_missing"",""unintentional_missing"",""present"",""present""]","[1.6122034611053266,1.6122034611053278,1.612203461105329,1.612203461105329,2.2799999999999976,2.2799999999999976,2.280000000000001,2.280000000000001,2.280000000000001,2.79241830677282]",6,4,0,0,10,0
E_N005579_N006719,11908,unintentional_missing,1,"[""E_N005579_N005580""]","[""present""]",[1.612203461105329],1,0,0,0,1,0
E_N005579_N006719,11908,unintentional_missing,3,"[""E_N005579_N005580"",""E_N005579_N006717"",""E_N005580_N006719""]","[""present"",""present"",""present""]","[1.612203461105329,1.612203461105329,1.612203461105329]",3,0,0,0,3,0
E_N005579_N006719,11908,unintentional_missing,5,"[""E_N005579_N005580"",""E_N005579_N006717"",""E_N005580_N006719"",""E_N006717_N006719"",""E_N005565_N006719""]","[""present"",""present"",""present"",""present"",""unintentional_missing""]","[1.612203461105329,1.612203461105329,1.612203461105329,1.612203461105329,2.280000000000001]",4,1,0,0,5,0
E_N005579_N006719,11908,unintentional_missing,10,"[""E_N005579_N005580"",""E_N005579_N006717"",""E_N005580_N006719"",""E_N006717_N006719"",""E_N005565_N006719"",""E_N005579_N005585"",""E_N005579_N006733"",""E_N005580_N006717"",""E_N006713_N006719"",""E_N005579_N005583""]","[""present"",""present"",""present"",""present"",""unintentional_missing"",""unintentional_missing"",""unintentional_missing"",""present"",""unintentional_missing"",""present""]","[1.612203461105329,1.612203461105329,1.612203461105329,1.612203461105329,2.280000000000001,2.280000000000001,2.280000000000001,2.280000000000001,2.280000000000001,2.792418306772824]",6,4,0,0,10,0
E_N005579_N006733,11937,unintentional_missing,1,"[""E_N005594_N006733""]","[""present""]",[1.6122034611053278],1,0,0,0,1,0
E_N005579_N006733,11937,unintentional_missing,3,"[""E_N005594_N006733"",""E_N005579_N005594"",""E_N005579_N006717""]","[""present"",""present"",""present""]","[1.6122034611053278,1.612203461105329,1.612203461105329]",3,0,0,0,3,0
E_N005579_N006733,11937,unintentional_missing,5,"[""E_N005594_N006733"",""E_N005579_N005594"",""E_N005579_N006717"",""E_N006717_N006733"",""E_N005593_N006733""]","[""present"",""present"",""present"",""present"",""unintentional_missing""]","[1.6122034611053278,1.612203461105329,1.612203461105329,1.612203461105329,2.2799999999999976]",4,1,0,0,5,0
E_N005579_N006733,11937,unintentional_missing,10,"[""E_N005594_N006733"",""E_N005579_N005594"",""E_N005579_N006717"",""E_N006717_N006733"",""E_N005593_N006733"",""E_N005579_N005599"",""E_N005579_N006719"",""E_N005594_N006717"",""E_N006713_N006733"",""E_N005593_N005594""]","[""present"",""present"",""present"",""present"",""unintentional_missing"",""unintentional_missing"",""unintentional_missing"",""present"",""unintentional_missing"",""present""]","[1.6122034611053278,1.612203461105329,1.612203461105329,1.612203461105329,2.2799999999999976,2.280000000000001,2.280000000000001,2.280000000000001,2.280000000000001,2.7924183067728214]",6,4,0,0,10,0
E_N005593_N005599,9923,unintentional_missing,1,"[""E_N005597_N005599""]","[""present""]",[1.6122034611053266],1,0,0,0,1,0
E_N005593_N005599,9923,unintentional_missing,3,"[""E_N005597_N005599"",""E_N005594_N005599"",""E_N005593_N005594""]","[""present"",""present"",""present""]","[1.6122034611053266,1.6122034611053278,1.612203461105329]",3,0,0,0,3,0
E_N005593_N005599,9923,unintentional_missing,5,"[""E_N005597_N005599"",""E_N005594_N005599"",""E_N005593_N005594"",""E_N005593_N005597"",""E_N004459_N005599""]","[""present"",""present"",""present"",""present"",""unintentional_missing""]","[1.6122034611053266,1.6122034611053278,1.612203461105329,1.612203461105329,2.2799999999999976]",4,1,0,0,5,0
E_N005593_N005599,9923,unintentional_missing,10,"[""E_N005597_N005599"",""E_N005594_N005599"",""E_N005593_N005594"",""E_N005593_N005597"",""E_N004459_N005599"",""E_N005579_N005599"",""E_N005593_N005613"",""E_N005593_N006733"",""E_N005594_N005597"",""E_N005583_N005599""]","[""present"",""present"",""present"",""present"",""unintentional_missing"",""unintentional_missing"",""unintentional_missing"",""unintentional_missing"",""present"",""present""]","[1.6122034611053266,1.6122034611053278,1.612203461105329,1.612203461105329,2.2799999999999976,2.2799999999999976,2.280000000000001,2.280000000000001,2.280000000000001,2.79241830677282]",6,4,0,0,10,0
E_N005593_N005613,9950,unintentional_missing,1,"[""E_N005597_N005613""]","[""present""]",[1.6122034611053266],1,0,0,0,1,0
E_N005593_N005613,9950,unintentional_missing,3,"[""E_N005597_N005613"",""E_N005593_N005597"",""E_N005593_N005608""]","[""present"",""present"",""present""]","[1.6122034611053266,1.612203461105329,1.612203461105329]",3,0,0,0,3,0
E_N005593_N005613,9950,unintentional_missing,5,"[""E_N005597_N005613"",""E_N005593_N005597"",""E_N005593_N005608"",""E_N005608_N005613"",""E_N004459_N005613""]","[""present"",""present"",""present"",""present"",""unintentional_missing""]","[1.6122034611053266,1.612203461105329,1.612203461105329,1.612203461105329,2.2799999999999976]",4,1,0,0,5,0
E_N005593_N005613,9950,unintentional_missing,10,"[""E_N005597_N005613"",""E_N005593_N005597"",""E_N005593_N005608"",""E_N005608_N005613"",""E_N004459_N005613"",""E_N005607_N005613"",""E_N005593_N005599"",""E_N005593_N006747"",""E_N005597_N005608"",""E_N005611_N005613""]","[""present"",""present"",""present"",""present"",""unintentional_missing"",""unintentional_missing"",""unintentional_missing"",""unintentional_missing"",""present"",""present""]","[1.6122034611053266,1.612203461105329,1.612203461105329,1.612203461105329,2.2799999999999976,2.2799999999999976,2.280000000000001,2.280000000000001,2.280000000000001,2.79241830677282]",6,4,0,0,10,0
E_N005593_N006733,11936,unintentional_missing,1,"[""E_N005594_N006733""]","[""present""]",[1.6122034611053278],1,0,0,0,1,0
E_N005593_N006733,11936,unintentional_missing,3,"[""E_N005594_N006733"",""E_N005593_N005594"",""E_N005593_N006731""]","[""present"",""present"",""present""]","[1.6122034611053278,1.612203461105329,1.612203461105329]",3,0,0,0,3,0
E_N005593_N006733,11936,unintentional_missing,5,"[""E_N005594_N006733"",""E_N005593_N005594"",""E_N005593_N006731"",""E_N006731_N006733"",""E_N005579_N006733""]","[""present"",""present"",""present"",""present"",""unintentional_missing""]","[1.6122034611053278,1.612203461105329,1.612203461105329,1.612203461105329,2.2799999999999976]",4,1,0,0,5,0
E_N005593_N006733,11936,unintentional_missing,10,"[""E_N005594_N006733"",""E_N005593_N005594"",""E_N005593_N006731"",""E_N006731_N006733"",""E_N005579_N006733"",""E_N005593_N005599"",""E_N005593_N006747"",""E_N005594_N006731"",""E_N006727_N006733"",""E_N005579_N005594""]","[""present"",""present"",""present"",""present"",""unintentional_missing"",""unintentional_missing"",""unintentional_missing"",""present"",""unintentional_missing"",""present""]","[1.6122034611053278,1.612203461105329,1.612203461105329,1.612203461105329,2.2799999999999976,2.280000000000001,2.280000000000001,2.280000000000001,2.280000000000001,2.7924183067728214]",6,4,0,0,10,0
E_N005593_N006747,11965,unintentional_missing,1,"[""E_N005593_N005608""]","[""present""]",[1.612203461105329],1,0,0,0,1,0
E_N005593_N006747,11965,unintentional_missing,3,"[""E_N005593_N005608"",""E_N005593_N006731"",""E_N005608_N006747""]","[""present"",""present"",""present""]","[1.612203461105329,1.612203461105329,1.612203461105329]",3,0,0,0,3,0
E_N005593_N006747,11965,unintentional_missing,5,"[""E_N005593_N005608"",""E_N005593_N006731"",""E_N005608_N006747"",""E_N006731_N006747"",""E_N005607_N006747""]","[""present"",""present"",""present"",""present"",""unintentional_missing""]","[1.612203461105329,1.612203461105329,1.612203461105329,1.612203461105329,2.2799999999999976]",4,1,0,0,5,0
E_N005593_N006747,11965,unintentional_missing,10,"[""E_N005593_N005608"",""E_N005593_N006731"",""E_N005608_N006747"",""E_N006731_N006747"",""E_N005607_N006747"",""E_N005593_N005613"",""E_N005593_N006733"",""E_N005608_N006731"",""E_N006727_N006747"",""E_N005607_N005608""]","[""present"",""present"",""present"",""present"",""unintentional_missing"",""unintentional_missing"",""unintentional_missing"",""present"",""unintentional_missing"",""present""]","[1.612203461105329,1.612203461105329,1.612203461105329,1.612203461105329,2.2799999999999976,2.280000000000001,2.280000000000001,2.280000000000001,2.280000000000001,2.7924183067728214]",6,4,0,0,10,0
E_N005607_N005613,9951,unintentional_missing,1,"[""E_N005608_N005613""]","[""present""]",[1.6122034611053266],1,0,0,0,1,0
E_N005607_N005613,9951,unintentional_missing,3,"[""E_N005608_N005613"",""E_N005611_N005613"",""E_N005607_N005608""]","[""present"",""present"",""present""]","[1.6122034611053266,1.6122034611053266,1.612203461105329]",3,0,0,0,3,0
E_N005607_N005613,9951,unintentional_missing,5,"[""E_N005608_N005613"",""E_N005611_N005613"",""E_N005607_N005608"",""E_N005607_N005611"",""E_N004473_N005613""]","[""present"",""present"",""present"",""present"",""unintentional_missing""]","[1.6122034611053266,1.6122034611053266,1.612203461105329,1.612203461105329,2.2799999999999976]",4,1,0,0,5,0
E_N005607_N005613,9951,unintentional_missing,10,"[""E_N005608_N005613"",""E_N005611_N005613"",""E_N005607_N005608"",""E_N005607_N005611"",""E_N004473_N005613"",""E_N005593_N005613"",""E_N005607_N005627"",""E_N005607_N006747"",""E_N005608_N005611"",""E_N004474_N005613""]","[""present"",""present"",""present"",""present"",""unintentional_missing"",""unintentional_missing"",""unintentional_missing"",""unintentional_missing"",""present"",""present""]","[1.6122034611053266,1.6122034611053266,1.612203461105329,1.612203461105329,2.2799999999999976,2.2799999999999976,2.280000000000001,2.280000000000001,2.280000000000001,2.79241830677282]",6,4,0,0,10,0
E_N005607_N005627,9978,unintentional_missing,1,"[""E_N005611_N005627""]","[""present""]",[1.6122034611053266],1,0,0,0,1,0
E_N005607_N005627,9978,unintentional_missing,3,"[""E_N005611_N005627"",""E_N005607_N005611"",""E_N005607_N005622""]","[""present"",""present"",""present""]","[1.6122034611053266,1.612203461105329,1.612203461105329]",3,0,0,0,3,0
E_N005607_N005627,9978,unintentional_missing,5,"[""E_N005611_N005627"",""E_N005607_N005611"",""E_N005607_N005622"",""E_N005622_N005627"",""E_N004473_N005627""]","[""present"",""present"",""present"",""present"",""unintentional_missing""]","[1.6122034611053266,1.612203461105329,1.612203461105329,1.612203461105329,2.2799999999999976]",4,1,0,0,5,0
E_N005607_N005627,9978,unintentional_missing,10,"[""E_N005611_N005627"",""E_N005607_N005611"",""E_N005607_N005622"",""E_N005622_N005627"",""E_N004473_N005627"",""E_N005607_N005613"",""E_N005607_N006761"",""E_N005611_N005622"",""E_N005621_N005627"",""E_N004473_N005611""]","[""present"",""present"",""present"",""present"",""unintentional_missing"",""unintentional_missing"",""unintentional_missing"",""present"",""unintentional_missing"",""present""]","[1.6122034611053266,1.612203461105329,1.612203461105329,1.612203461105329,2.2799999999999976,2.280000000000001,2.280000000000001,2.280000000000001,2.280000000000001,2.7924183067728214]",6,4,0,0,10,0
E_N005607_N006747,11964,unintentional_missing,1,"[""E_N005608_N006747""]","[""present""]",[1.6122034611053266],1,0,0,0,1,0
E_N005607_N006747,11964,unintentional_missing,3,"[""E_N005608_N006747"",""E_N005607_N005608"",""E_N005607_N006745""]","[""present"",""present"",""present""]","[1.6122034611053266,1.612203461105329,1.612203461105329]",3,0,0,0,3,0
E_N005607_N006747,11964,unintentional_missing,5,"[""E_N005608_N006747"",""E_N005607_N005608"",""E_N005607_N006745"",""E_N006745_N006747"",""E_N005593_N006747""]","[""present"",""present"",""present"",""present"",""unintentional_missing""]","[1.6122034611053266,1.612203461105329,1.612203461105329,1.612203461105329,2.2799999999999976]",4,1,0,0,5,0
E_N005607_N006747,11964,unintentional_missing,10,"[""E_N005608_N006747"",""E_N005607_N005608"",""E_N005607_N006745"",""E_N006745_N006747"",""E_N005593_N006747"",""E_N005607_N005613"",""E_N005607_N006761"",""E_N005608_N006745"",""E_N006741_N006747"",""E_N005593_N005608""]","[""present"",""present"",""present"",""present"",""unintentional_missing"",""unintentional_missing"",""unintentional_missing"",""present"",""unintentional_missing"",""present""]","[1.6122034611053266,1.612203461105329,1.612203461105329,1.612203461105329,2.2799999999999976,2.280000000000001,2.280000000000001,2.280000000000001,2.280000000000001,2.7924183067728214]",6,4,0,0,10,0
E_N005607_N006761,11993,unintentional_missing,1,"[""E_N005607_N005622""]","[""present""]",[1.612203461105329],1,0,0,0,1,0
E_N005607_N006761,11993,unintentional_missing,3,"[""E_N005607_N005622"",""E_N005607_N006745"",""E_N005622_N006761""]","[""present"",""present"",""present""]","[1.612203461105329,1.612203461105329,1.612203461105329]",3,0,0,0,3,0
E_N005607_N006761,11993,unintentional_missing,5,"[""E_N005607_N005622"",""E_N005607_N006745"",""E_N005622_N006761"",""E_N006745_N006761"",""E_N005607_N005627""]","[""present"",""present"",""present"",""present"",""unintentional_missing""]","[1.612203461105329,1.612203461105329,1.612203461105329,1.612203461105329,2.280000000000001]",4,1,0,0,5,0
E_N005607_N006761,11993,unintentional_missing,10,"[""E_N005607_N005622"",""E_N005607_N006745"",""E_N005622_N006761"",""E_N006745_N006761"",""E_N005607_N005627"",""E_N005607_N006747"",""E_N005621_N006761"",""E_N005622_N006745"",""E_N006741_N006761"",""E_N005607_N005611""]","[""present"",""present"",""present"",""present"",""unintentional_missing"",""unintentional_missing"",""unintentional_missing"",""present"",""unintentional_missing"",""present""]","[1.612203461105329,1.612203461105329,1.612203461105329,1.612203461105329,2.280000000000001,2.280000000000001,2.280000000000001,2.280000000000001,2.280000000000001,2.792418306772824]",6,4,0,0,10,0
E_N005621_N005627,9979,unintentional_missing,1,"[""E_N005625_N005627""]","[""present""]",[1.6122034611053266],1,0,0,0,1,0
E_N005621_N005627,9979,unintentional_missing,3,"[""E_N005625_N005627"",""E_N005621_N005622"",""E_N005621_N005625""]","[""present"",""present"",""present""]","[1.6122034611053266,1.612203461105329,1.612203461105329]",3,0,0,0,3,0
E_N005621_N005627,9979,unintentional_missing,5,"[""E_N005625_N005627"",""E_N005621_N005622"",""E_N005621_N005625"",""E_N005622_N005627"",""E_N004487_N005627""]","[""present"",""present"",""present"",""present"",""intentional_missing""]","[1.6122034611053266,1.612203461105329,1.612203461105329,1.612203461105329,2.2799999999999976]",4,0,0,1,5,0
E_N005621_N005627,9979,unintentional_missing,10,"[""E_N005625_N005627"",""E_N005621_N005622"",""E_N005621_N005625"",""E_N005622_N005627"",""E_N004487_N005627"",""E_N005607_N005627"",""E_N005621_N005641"",""E_N005621_N006761"",""E_N005622_N005625"",""E_N004487_N005625""]","[""present"",""present"",""present"",""present"",""intentional_missing"",""unintentional_missing"","""",""unintentional_missing"",""present"",""present""]","[1.6122034611053266,1.612203461105329,1.612203461105329,1.612203461105329,2.2799999999999976,2.280000000000001,2.280000000000001,2.280000000000001,2.280000000000001,2.7924183067728214]",6,2,0,1,9,1
E_N005621_N006761,11992,unintentional_missing,1,"[""E_N005621_N005622""]","[""present""]",[1.612203461105329],1,0,0,0,1,0
E_N005621_N006761,11992,unintentional_missing,3,"[""E_N005621_N005622"",""E_N005621_N006759"",""E_N005622_N006761""]","[""present"",""present"",""present""]","[1.612203461105329,1.612203461105329,1.612203461105329]",3,0,0,0,3,0
E_N005621_N006761,11992,unintentional_missing,5,"[""E_N005621_N005622"",""E_N005621_N006759"",""E_N005622_N006761"",""E_N006759_N006761"",""E_N005607_N006761""]","[""present"",""present"",""present"",""present"",""unintentional_missing""]","[1.612203461105329,1.612203461105329,1.612203461105329,1.612203461105329,2.280000000000001]",4,1,0,0,5,0
E_N005621_N006761,11992,unintentional_missing,10,"[""E_N005621_N005622"",""E_N005621_N006759"",""E_N005622_N006761"",""E_N006759_N006761"",""E_N005607_N006761"",""E_N005621_N005627"",""E_N005621_N006775"",""E_N005622_N006759"",""E_N006755_N006761"",""E_N005621_N005625""]","[""present"",""present"",""present"",""present"",""unintentional_missing"",""unintentional_missing"","""",""present"",""unintentional_missing"",""present""]","[1.612203461105329,1.612203461105329,1.612203461105329,1.612203461105329,2.280000000000001,2.280000000000001,2.280000000000001,2.280000000000001,2.280000000000001,2.792418306772824]",6,3,0,0,9,1
E_N006559_N007697,13665,unintentional_missing,1,"[""E_N007697_N007699""]","[""present""]",[1.612203461105326],1,0,0,0,1,0
E_N006559_N007697,13665,unintentional_missing,3,"[""E_N007697_N007699"",""E_N007697_N007713"",""E_N006559_N006560""]","[""present"",""present"",""intentional_missing""]","[1.612203461105326,1.612203461105326,1.6122034611053286]",2,0,0,1,3,0
